RESULTS (Output Conditions),,,,,,,,,,,,,,,
t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm)
0,0,8.495226054,117.7784571,118.2982549,1813.183735,234.4942221,7.404746233,116.2628913,1.568292709,0,0,9.383857665,5.62062868,3.532078801,119.0017143
0,0,8.494991129,117.8576652,118.3778126,1813.421927,234.3981987,7.409726058,116.2175954,1.567444597,0,0,9.386032321,5.618327081,3.530632445,119.0817451
0,0,8.49475652,117.9368138,118.4573105,1813.659735,234.3023312,7.414702142,116.1723711,1.566598081,0,0,9.388205252,5.616029218,3.529188437,119.1617158
0,0,8.494521112,118.0162795,118.5371268,1813.898288,234.2061638,7.419698156,116.1270035,1.565749139,0,0,9.390386794,5.613724165,3.527739911,119.2420067
0,0,8.494279322,118.0979483,118.6191561,1814.143239,234.1074177,7.424832684,116.0804174,1.564877664,0,0,9.392628723,5.611357306,3.526252544,119.3245238
0,0,8.494026681,118.1833355,118.7049202,1814.39911,234.0042705,7.430200992,116.0317528,1.563967597,0,0,9.394972625,5.608884955,3.524698885,119.4107979
0,0,8.493760575,118.2733326,118.7953145,1814.668537,233.8956595,7.435859122,115.9805081,1.563009598,0,0,9.397442951,5.606281639,3.523062927,119.5017297
0,0,8.49347727,118.3692131,118.8916181,1814.955286,233.7800664,7.441887137,115.9259665,1.561990324,0,0,9.400074638,5.60351097,3.521321801,119.598606
0,0,8.49317228,118.4725087,118.9953696,1815.263877,233.6556697,7.448381348,115.8672679,1.56089378,0,0,9.402909701,5.600529287,3.519448071,119.7029744
0,0,8.492842979,118.5841279,119.1074814,1815.596944,233.5214077,7.455398857,115.8039107,1.55971069,0,0,9.405973032,5.59731114,3.517425744,119.8157529
0,0,8.492484496,118.7057439,119.2296342,1815.959381,233.3753078,7.463044873,115.7349631,1.558423777,0,0,9.409310511,5.593809249,3.515225109,119.938632
0,0,8.49209307,118.8386615,119.3631384,1816.354951,233.2158538,7.471401418,115.6597085,1.557019816,0,0,9.41295788,5.58998727,3.512823326,120.0729301
0,0,8.491670154,118.9824199,119.5075312,1816.78214,233.0436557,7.480439525,115.5784334,1.555504329,0,0,9.416902428,5.585859827,3.510229585,120.2181816
0,0,8.491222052,119.1349072,119.6606915,1817.234541,232.8612975,7.490026423,115.4923563,1.553900197,0,0,9.421086143,5.581488856,3.507482808,120.3722527
0,0,8.490752462,119.2948918,119.8213821,1817.708382,232.6703,7.500084672,115.402194,1.552220918,0,0,9.425475173,5.576910806,3.5046059,120.5338988
0,0,8.490268825,119.4598604,119.9870788,1818.196124,232.4737013,7.510456269,115.3093799,1.550493302,0,0,9.430000521,5.572198502,3.501644624,120.7005808
0,0,8.489773361,119.6290716,120.1570368,1818.695507,232.2724138,7.5210946,115.2143439,1.548725436,0,0,9.434641811,5.567373809,3.498612722,120.8715495
0,0,8.48927615,119.7990924,120.3278079,1819.19636,232.0705367,7.531783826,115.1190213,1.54695336,0,0,9.439304855,5.562534986,3.49557194,121.0433361
0,0,8.488782053,119.9682598,120.497722,1819.693787,231.8700432,7.542419404,115.0243439,1.545194389,0,0,9.443944043,5.557729326,3.492551999,121.2142605
0,0,8.488297062,120.1345143,120.6647102,1820.181765,231.6733611,7.552871843,114.9314582,1.543469785,0,0,9.448502905,5.553015021,3.489589466,121.3822417
0,0,8.487828308,120.2953963,120.8263022,1820.653143,231.4833724,7.562986516,114.8417262,1.541804744,0,0,9.452914029,5.548461154,3.486727755,121.5447947
0,0,8.487380684,120.4492037,120.9807885,1821.10303,231.3020481,7.572656407,114.7560794,1.540216435,0,0,9.45713079,5.544114964,3.48399655,121.7001996
0,0,8.486963964,120.592548,121.1247654,1821.521643,231.1333308,7.581668479,114.6763815,1.538739258,0,0,9.46106035,5.540070952,3.481455239,121.8450326
0,0,8.48658044,120.724607,121.2574072,1821.906729,230.978128,7.589971043,114.6030623,1.537380999,0,0,9.464680247,5.536350872,3.47911749,121.9784632
0,0,8.486224897,120.8471448,121.3804858,1822.263563,230.8343131,7.597675014,114.5351185,1.536122912,0,0,9.468038904,5.53290375,3.476951273,122.1022737
0,0,8.485891364,120.962197,121.4960458,1822.598172,230.699457,7.60490836,114.4714033,1.53494364,0,0,9.471192161,5.529671363,3.474919997,122.2185209
0,0,8.485570103,121.0731073,121.6074455,1822.920345,230.5696144,7.611881303,114.4100534,1.533808616,0,0,9.474231693,5.526559144,3.472964237,122.330583
0,0,8.485252867,121.1827165,121.7175385,1823.238363,230.4414476,7.618772446,114.3494919,1.532688632,0,0,9.477235369,5.523487094,3.471033719,122.4413306
0,0,8.484929516,121.2945282,121.8298437,1823.562386,230.3108614,7.625802062,114.2877837,1.531547906,0,0,9.480299196,5.520357053,3.469066759,122.5543037
0,0,8.484591404,121.4115419,121.9473738,1823.901071,230.1743682,7.633158729,114.2232805,1.530356009,0,0,9.483505343,5.517085426,3.467010825,122.6725327
0,0,8.484232499,121.5358602,122.0722408,1824.260433,230.0295427,7.640974636,114.1548355,1.529091835,0,0,9.486911384,5.513614082,3.464829385,122.7981422
0,0,8.483851276,121.6680325,122.2049964,1824.641977,229.8757801,7.649284326,114.0821621,1.527750189,0,0,9.490532322,5.509928522,3.46251333,122.9316872
0,0,8.483450341,121.8071761,122.344754,1825.043063,229.7141435,7.658032296,114.005762,1.526340441,0,0,9.494343921,5.50605423,3.460078672,123.0722759
0,0,8.483031175,121.9527969,122.4910175,1825.462183,229.5452412,7.667187497,113.9259219,1.52486798,0,0,9.498332603,5.502005783,3.457534574,123.2194092
0,0,8.482599779,122.1028272,122.64171,1825.893316,229.3715003,7.676619923,113.8437886,1.523354039,0,0,9.502441688,5.49784136,3.454917594,123.3709977
0,0,8.482159149,122.256237,122.7957968,1826.333448,229.1941347,7.686264816,113.7599354,1.521809246,0,0,9.506642931,5.493590057,3.452246018,123.5260009
0,0,8.481712664,122.4118587,122.9521053,1826.779194,229.0145095,7.696048769,113.6750073,1.520245526,0,0,9.510904333,5.489284593,3.449540406,123.6832388
0,0,8.481258809,122.5702287,123.1111743,1827.232055,228.832019,7.70600551,113.5887179,1.518657638,0,0,9.515240563,5.48491045,3.446791636,123.8432537
0,0,8.480791915,122.7333376,123.275003,1827.697673,228.6443907,7.716260185,113.4999919,1.517025861,0,0,9.519706088,5.480413157,3.443965477,124.0080566
0,0,8.480313849,122.9005478,123.4429512,1828.174164,228.4523836,7.726772713,113.4091878,1.515356856,0,0,9.524283415,5.475810908,3.441073362,124.1770035
0,0,8.479825727,123.0714826,123.6146404,1828.660398,228.2564534,7.737519406,113.3165207,1.513654642,0,0,9.528962193,5.471114626,3.438122155,124.3497136
0,0,8.479329802,123.2453653,123.7892905,1829.154116,228.0575102,7.748451431,113.2224206,1.511927171,0,0,9.533721128,5.466346127,3.435125565,124.5254023
0,0,8.478830975,123.4204844,123.9651824,1829.650428,227.8575244,7.75946119,113.1278192,1.510191581,0,0,9.538513359,5.461552636,3.432113271,124.7023402
0,0,8.478331132,123.5961804,124.1416539,1830.147455,227.6572537,7.770507224,113.0330748,1.508454456,0,0,9.543320828,5.456752317,3.429096686,124.879861
0,0,8.477837084,123.7700571,124.3162979,1830.638429,227.4594247,7.78143887,112.9394775,1.506739429,0,0,9.548077966,5.452010522,3.426116878,125.0555436
0,0,8.477349216,123.9419703,124.4889698,1831.122976,227.2641882,7.792247075,112.8470989,1.505047774,0,0,9.552780848,5.447330868,3.423176121,125.2292423
0,0,8.476872842,124.110037,124.6577783,1831.595835,227.0736638,7.80281345,112.7569424,1.503397805,0,0,9.557377985,5.442764159,3.420306339,125.3990546
0,0,8.476405326,124.2751743,124.8236444,1832.05964,226.8867903,7.813195655,112.6685064,1.501780275,0,0,9.561894493,5.438284958,3.417491548,125.565907
0,0,8.475944027,124.438306,124.987496,1832.517022,226.7025068,7.82345176,112.581289,1.500185961,0,0,9.566355652,5.433867837,3.41471577,125.730733
0,0,8.475488195,124.59969,125.1495923,1832.968735,226.5205098,7.833597995,112.4951471,1.498612204,0,0,9.570768538,5.429505524,3.411974434,125.8937931
0,0,8.475034803,124.7603939,125.3110055,1833.417786,226.3395878,7.843701472,112.4095072,1.497048507,0,0,9.575162346,5.425168976,3.409249289,126.0561662
0,0,8.47458689,124.9193353,125.4706484,1833.86117,226.1609515,7.853694138,112.3249427,1.495505311,0,0,9.579507492,5.420887215,3.406558573,126.2167584
0,0,8.474144085,125.0766401,125.6286474,1834.299263,225.984449,7.863583909,112.2413819,1.493981277,0,0,9.58380743,5.416656599,3.403899997,126.3756969
0,0,8.473706395,125.2322999,125.7849941,1834.732067,225.8100799,7.873370256,112.1588249,1.492476373,0,0,9.588061944,5.412477117,3.401273554,126.5329734
0,0,8.473276488,125.3853582,125.9387279,1835.156952,225.6389029,7.882993053,112.0777732,1.490999707,0,0,9.592244909,5.408374151,3.398695194,126.6876214
0,0,8.472852473,125.5364808,126.0905175,1835.5758,225.4701608,7.892494148,111.9978686,1.489544709,0,0,9.596374536,5.404329545,3.39615351,126.8403135
0,0,8.472436261,125.684979,126.2396711,1835.986731,225.3046096,7.901830251,111.9194693,1.488117866,0,0,9.600432025,5.400361422,3.393659888,126.9903541
0,0,8.472025958,125.8315209,126.3868597,1836.391627,225.1414921,7.911043357,111.842217,1.486712619,0,0,9.604435647,5.396451632,3.391202923,127.1384179
0,0,8.471620048,125.9766422,126.5326215,1836.791991,224.9802024,7.920167153,111.7658251,1.485323725,0,0,9.608400052,5.392585655,3.388773491,127.2850465
0,0,8.471220062,126.1197906,126.6764017,1837.18632,224.8213455,7.929166911,111.6905801,1.483956367,0,0,9.612310163,5.388777988,3.386380702,127.4296817
0,0,8.470822575,126.2621868,126.8194262,1837.577996,224.6635592,7.938119373,111.6158372,1.482598802,0,0,9.616199332,5.384995983,3.384004039,127.5735567
0,0,8.47043293,126.4019116,126.9597677,1837.961763,224.508961,7.946903889,111.5425997,1.481269225,0,0,9.620015159,5.381290396,3.381675398,127.7147327
0,0,8.470053807,126.5379945,127.0964512,1838.334993,224.3586091,7.955459438,111.471369,1.479976695,0,0,9.623731161,5.377686588,3.379410717,127.852229
0,0,8.469691325,126.6682255,127.227257,1838.691681,224.2149225,7.963647078,111.4032917,1.478741953,0,0,9.627287027,5.374242542,3.377246432,127.9838126
0,0,8.469351228,126.7905214,127.3500926,1839.026198,224.0801684,7.971335838,111.3394427,1.477584402,0,0,9.630625928,5.371012599,3.375216692,128.1073787
0,0,8.469041562,126.9019657,127.4620287,1839.330665,223.9575208,7.978342353,111.2813268,1.476531212,0,0,9.633668302,5.36807284,3.373369308,128.2199805
0,0,8.46876694,127.0008706,127.5613701,1839.600581,223.8487923,7.984560517,111.2298038,1.475597836,0,0,9.636368153,5.365466709,3.37173158,128.3199126
0,0,8.468530449,127.0860972,127.6469729,1839.832946,223.7551904,7.989918723,111.1854469,1.474794532,0,0,9.638694464,5.363223151,3.370321698,128.4060243
0,0,8.468327914,127.1591269,127.7203249,1840.031896,223.6750499,7.994510113,111.1474678,1.474106915,0,0,9.640687742,5.361302251,3.369114578,128.4798126
0,0,8.46815324,127.2221402,127.7836163,1840.203438,223.6059501,7.998471766,111.1147199,1.473514148,0,0,9.642407544,5.359645986,3.368073759,128.5434804
0,0,8.467997268,127.2784303,127.8401548,1840.356583,223.5442611,8.002010731,111.0854833,1.472985046,0,0,9.643943786,5.358167352,3.367144566,128.6003551
0,0,8.467848918,127.3319901,127.893951,1840.502217,223.4855977,8.005378043,111.0576799,1.472481977,0,0,9.645405455,5.356761241,3.366260946,128.6544712
0,0,8.467699015,127.3861308,127.9483307,1840.649349,223.4263312,8.008781877,111.02959,1.471973815,0,0,9.646882919,5.355340673,3.365368242,128.7091742
0,0,8.46753723,127.4445856,128.0070434,1840.808113,223.3623797,8.012456933,110.9992788,1.471425574,0,0,9.648478044,5.353807809,3.36440497,128.768236
0,0,8.467354759,127.510543,128.073292,1840.98714,223.2902664,8.016603688,110.9650981,1.470807477,0,0,9.650277823,5.352079315,3.363318761,128.8348786
0,0,8.467144319,127.5866479,128.1497327,1841.193558,223.20712,8.02138841,110.9256865,1.470094961,0,0,9.652354385,5.350086366,3.362066365,128.9117739
0,0,8.466902064,127.6743084,128.2377801,1841.431119,223.1114302,8.026899635,110.8803276,1.469275151,0,0,9.654746104,5.34779276,3.360625032,129.0003448
0,0,8.466625672,127.7743864,128.3382998,1841.702069,223.0022915,8.033191553,110.8285914,1.468340378,0,0,9.657476433,5.345176799,3.358981127,129.1014622
0,0,8.466309751,127.8888623,128.4532808,1842.011659,222.8775902,8.040388664,110.7694749,1.467272644,0,0,9.660599316,5.342187813,3.357102808,129.217127
0,0,8.465948131,128.0200087,128.5850061,1842.365885,222.7349106,8.048633856,110.7018316,1.466051412,0,0,9.664176643,5.338767904,3.354953691,129.3496355
0,0,8.465537693,128.1690036,128.7346586,1842.767743,222.5730475,8.058001187,110.6250885,1.464666548,0,0,9.668240407,5.334888183,3.352515622,129.500178
0,0,8.465074539,128.3373196,128.9037174,1843.220973,222.3904942,8.068583234,110.5385293,1.463105384,0,0,9.672830598,5.330512534,3.349765905,129.6702421
0,0,8.464559357,128.5247724,129.0919975,1843.724815,222.1875583,8.080368415,110.4422976,1.461370806,0,0,9.677941991,5.325648332,3.346709175,129.8596418
0,0,8.463994368,128.7306268,129.2987604,1844.277006,221.9651523,8.093310506,110.3368235,1.459470891,0,0,9.68355432,5.320317447,3.343359175,130.0676342
0,0,8.463381016,128.9544318,129.5235531,1844.876032,221.7238866,8.107381154,110.2223939,1.457411144,0,0,9.689655054,5.314534513,3.339725101,130.2937637
0,0,8.462719209,129.1963038,129.7664926,1845.521878,221.463768,8.122587678,110.0990093,1.455191933,0,0,9.69624711,5.308299688,3.335807053,130.5381478
0,0,8.462013075,129.4548183,130.026148,1846.210406,221.1864647,8.138840512,109.9674581,1.452827811,0,0,9.703291393,5.301652963,3.331630162,130.7993472
0,0,8.46126598,129.7288264,130.3013654,1846.938225,220.893343,8.15606744,109.8283856,1.450330733,0,0,9.710756334,5.294627082,3.327215004,131.0762012
0,0,8.460479368,130.0178825,130.5916972,1847.703821,220.5850135,8.17424043,109.6820788,1.447706212,0,0,9.718629512,5.287236684,3.322570778,131.3682594
0,0,8.459653525,130.3219678,130.8971245,1848.506806,220.2616341,8.193358309,109.5286098,1.444955907,0,0,9.726910131,5.279485553,3.317699863,131.675503
0,0,8.458787575,130.6414966,131.2180635,1849.347913,219.9229103,8.213447125,109.3678358,1.442077645,0,0,9.735609163,5.27136663,3.312597822,131.9983504
0,0,8.457880246,130.977037,131.5550848,1850.22825,219.5683972,8.234542594,109.1995423,1.439067999,0,0,9.744741735,5.262869249,3.307257953,132.3373758
0,0,8.45692755,131.3301752,131.9097815,1851.151546,219.1965943,8.256744437,109.0230134,1.435914629,0,0,9.754350634,5.253957447,3.301657657,132.6941818
0,0,8.455930123,131.7007968,132.2820388,1852.11703,218.8078131,8.280045462,108.8383932,1.432620602,0,0,9.764432323,5.244638691,3.295801625,133.0686526
0,0,8.454887044,132.0893711,132.672328,1853.125432,218.4017621,8.304475174,108.6455391,1.429183895,0,0,9.774999111,5.23490599,3.289685465,133.4612627
0,0,8.45379816,132.4960909,133.0808428,1854.176727,217.9784519,8.3300457,108.444452,1.425605066,0,0,9.786055752,5.224759603,3.283309338,133.8722067
0,0,8.452663311,132.9211591,133.507787,1855.270892,217.537894,8.356769791,108.2351326,1.421884699,0,0,9.797607234,5.2141998,3.276673416,134.3016897
0,0,8.451483494,133.3643496,133.9529334,1856.406779,217.0805522,8.384633232,108.0177969,1.418027208,0,0,9.809646856,5.203237704,3.269784687,134.7494832
0,0,8.450260876,133.8249979,134.4156147,1857.582115,216.6073428,8.413594248,107.7928756,1.414040816,0,0,9.822155992,5.191895273,3.26265695,135.2149159
0,0,8.448992945,134.304206,134.8969377,1858.799122,216.1173737,8.443722122,107.5599401,1.409918518,0,0,9.835163959,5.180151128,3.255276772,135.6991011
0,0,8.44768264,134.8010247,135.3959491,1860.054777,215.611863,8.474957176,107.3195646,1.405671081,0,0,9.848644342,5.168034463,3.247662496,136.2010798
0,0,8.44633252,135.3146416,135.9118327,1861.346436,215.0918774,8.507248331,107.0722516,1.401307964,0,0,9.862574451,5.155570847,3.239830191,136.7200311
0,0,8.444940842,135.8458813,136.445417,1862.675567,214.5568271,8.540647438,106.8177158,1.396824719,0,0,9.876975975,5.142746141,3.231770974,137.2567883
0,0,8.443511342,136.3934811,136.9954336,1864.038404,214.0082301,8.575075107,106.5566749,1.392234564,0,0,9.891813979,5.129596735,3.22350771,137.8100756
0,0,8.442045414,136.9570647,137.5615045,1865.433425,213.4467008,8.610507679,106.2894166,1.387543107,0,0,9.907077565,5.116137352,3.215049652,138.3795126
0,0,8.440548004,137.5348811,138.1418709,1866.855745,212.8742067,8.646835067,106.0168733,1.382767215,0,0,9.922718624,5.102415151,3.206426436,138.9633302
0,0,8.439025661,138.1245315,138.7341237,1868.29899,212.2933146,8.683906462,105.7402635,1.377928652,0,0,9.938671601,5.088491658,3.197676725,139.5591048
0,0,8.437482606,138.7244891,139.3367291,1869.759034,211.7056868,8.721625871,105.4603761,1.373041537,0,0,9.954894626,5.074406714,3.188825557,140.1652936
0,0,8.435924274,139.3327291,139.9476535,1871.230632,211.1134342,8.759865992,105.1782144,1.368123631,0,0,9.971332451,5.060210919,3.179904728,140.7798508
0,0,8.434355742,139.9473365,140.5649734,1872.70892,210.5185153,8.798506439,104.8947102,1.363191317,0,0,9.98793291,5.045951214,3.170943738,141.4008416
0,0,8.432780131,140.5671353,141.1875076,1874.190903,209.9221351,8.837473267,104.610437,1.358254652,0,0,10.00466388,5.031656484,3.161960736,142.0270777
0,0,8.431199794,141.1912369,141.8143636,1875.674339,209.325197,8.876710612,104.325825,1.353321133,0,0,10.02150107,5.017348381,3.152969332,142.6576613
0,0,8.429620284,141.8174655,142.4433559,1877.154,208.7298037,8.916081682,104.041877,1.348408102,0,0,10.03838553,5.003077306,3.144001196,143.290394
0,0,8.428042403,142.4455058,143.074168,1878.629142,208.136255,8.955566651,103.7587365,1.343517949,0,0,10.05530857,4.988850446,3.135060845,143.9249571
0,0,8.426470561,143.0735941,143.7050283,1880.095665,207.5462002,8.995054644,103.4771912,1.338664142,0,0,10.07222256,4.974707328,3.126173119,144.5595688
0,0,8.424906791,143.7008931,144.3350958,1881.551709,206.9603865,9.03449301,103.1975991,1.333852664,0,0,10.08910487,4.960665869,3.117349277,145.193383
0,0,8.423350333,144.3276804,144.9646493,1882.998027,206.3785115,9.073899203,102.9198173,1.329080857,0,0,10.10596292,4.946718816,3.108584761,145.8266801
0,0,8.421801226,144.9539147,145.5936474,1884.434622,205.8005725,9.113270633,102.6438459,1.324348536,0,0,10.12279554,4.932866106,3.099879532,146.4594186
0,0,8.42025226,145.5825017,146.2250085,1885.868202,205.2238712,9.152789971,102.3683974,1.319633493,0,0,10.13968072,4.919043062,3.091192944,147.0945341
0,0,8.418694965,146.2169059,146.8622126,1887.306582,204.6452634,9.192675046,102.0919699,1.314910019,0,0,10.15671122,4.905174323,3.082477642,147.7355273
0,0,8.417120812,146.8606701,147.508818,1888.757569,204.0616095,9.233148582,101.8130622,1.310152596,0,0,10.17398167,4.89118463,3.073686331,148.3859777
0,0,8.415523641,147.5164183,148.1674602,1890.226728,203.4706715,9.274375552,101.5306026,1.305343198,0,0,10.19156182,4.877020346,3.064785303,149.0485366
0,0,8.413896027,148.187338,148.8413409,1891.720734,202.8697663,9.316556356,101.2433056,1.300460294,0,0,10.20953629,4.862617153,3.055734143,149.7264245
0,0,8.412238618,148.8733228,149.5303532,1893.238815,202.2592047,9.359684307,100.951316,1.295506772,0,0,10.22790127,4.847982508,3.046537535,150.419534
0,0,8.410545954,149.5768083,150.2369434,1894.785776,201.637056,9.403912524,100.6537066,1.290467358,0,0,10.24672094,4.833070127,3.037166394,151.1303259
0,0,8.408821098,150.2967089,150.9600212,1896.358614,201.0045297,9.44917277,100.3510518,1.285352266,0,0,10.26596514,4.817909007,3.027638941,151.8577035
0,0,8.40706427,151.0331158,151.6996781,1897.956928,200.3617889,9.495470758,100.0434256,1.280163204,0,0,10.28563516,4.802503051,3.017957631,152.6017588
0,0,8.405274872,151.7864688,152.4563559,1899.581056,199.7086979,9.542834158,99.73075887,1.274899474,0,0,10.30574159,4.786849011,3.008120421,153.3629362
0,0,8.403454348,152.5563512,153.2296361,1901.229485,199.045868,9.591236762,99.41334037,1.269566393,0,0,10.32627208,4.770961537,2.998136519,154.1408147
0,0,8.401602094,153.3432116,154.0199691,1902.902552,198.373164,9.640706768,99.0911013,1.264163257,0,0,10.34723732,4.754837389,2.988003887,154.9358474
0,0,8.399722444,154.1453958,154.8256937,1904.596147,197.6922405,9.69114019,98.76483052,1.258703714,0,0,10.368592,4.738516227,2.977747449,155.7463632
0,0,8.397816876,154.9624474,155.6463512,1906.308757,197.0037064,9.742508324,98.4348165,1.253192958,0,0,10.39032275,4.722012648,2.967376377,156.5719007
0,0,8.395886878,155.7938968,156.4814702,1908.038874,196.3081701,9.794781656,98.10134766,1.247636144,0,0,10.41241585,4.705341228,2.956899832,157.4119857
0,0,8.393934779,156.638901,157.3302036,1909.784247,195.6065367,9.847907173,97.76485519,1.242040762,0,0,10.43484771,4.688523667,2.946331451,158.2657662
0,0,8.391960433,157.4976796,158.1927723,1911.544852,194.8988171,9.901898689,97.42534171,1.236407135,0,0,10.45762296,4.671560227,2.935671396,159.1334641
0,0,8.389963273,158.3706402,159.0695856,1913.321033,194.1848738,9.956781831,97.08273849,1.23073441,0,0,10.48075114,4.654447607,2.924917595,160.0154913
0,0,8.387943564,159.2578335,159.9606944,1915.112395,193.4648669,10.01255978,96.73711975,1.225024102,0,0,10.50423228,4.63718965,2.914072462,160.9118991
0,0,8.385899475,160.1602368,160.8670803,1916.920391,192.7382137,10.06929399,96.38820287,1.219271842,0,0,10.52807132,4.619772385,2.903127219,161.8236749
0,0,8.383834621,161.0764259,161.7873129,1918.74166,192.0062668,10.12689491,96.03663453,1.213488571,0,0,10.55227003,4.602228236,2.892102239,162.7493796
0,0,8.381748841,162.0066339,162.7216262,1920.576185,191.2690311,10.18537721,95.68241505,1.207674539,0,0,10.57683084,4.584557318,2.880997596,163.6892488
0,0,8.379649164,162.9478681,163.6670144,1922.417657,190.5290441,10.24455272,95.32676157,1.201849905,0,0,10.60163373,4.566820453,2.869851511,164.6402587
0,0,8.377539297,163.8985733,164.6219154,1924.262737,189.7876484,10.30432367,94.97031844,1.1960253,0,0,10.62665746,4.549049823,2.858684208,165.600838
0,0,8.375426796,164.8554123,165.5829773,1926.104768,189.0475183,10.36448026,94.61437139,1.190221706,0,0,10.65181331,4.531309531,2.847535969,166.5676148
0,0,8.37331632,165.8163013,166.548107,1927.939689,188.3102857,10.42489147,94.2597061,1.184451794,0,0,10.67704582,4.513638686,2.836431372,167.5384837
0,0,8.371214276,166.7783096,167.514361,1929.761971,187.5781713,10.48537305,93.90739274,1.178732738,0,0,10.7022776,4.496090521,2.825403869,168.5104835
