RESULTS (Input Conditions),,,,,,,,,,,,,,,,,,,,
Salinity,t(oC) in,P (dbars) in,Total P (mmol/kgSW),Total Si (mmol/kgSW),TA in (mmol/kgSW),TCO2 in (mmol/kgSW),pH in,fCO2 in (matm),pCO2 in (matm),HCO3 in (mmol/kgSW),CO3 in (mmol/kgSW),CO2 in (mmol/kgSW),B Alk in (mmol/kgSW),OH in (mmol/kgSW),P Alk in (mmol/kgSW),Si Alk in (mmol/kgSW) ,Revelle in,WCa in,WAr in,xCO2 in (dry at 1 atm) (ppm)
35,20,0,0.00,0.00,2400,2051.245361,8.174446106,282.1567688,283.1170044,1794.773677,247.3278394,9.143980043,104.7533026,5.824290232,0,0,9.159230726,5.915440957,3.844572887,289.6700842
35,20,0,0.00,0.00,2400,2051.354736,8.174277306,282.2943115,283.2550049,1794.950184,247.2559593,9.148437438,104.7228243,5.822024972,0,0,9.160741184,5.913721771,3.843455551,289.811289
35,20,0,0.00,0.00,2400,2051.476074,8.174088478,282.4477844,283.4089966,1795.146996,247.1758099,9.153410882,104.6888396,5.819499637,0,0,9.162426425,5.911804805,3.842209673,289.9688416
35,20,0,0.00,0.00,2400,2051.60791,8.173884392,282.6141968,283.5759888,1795.36028,247.0889518,9.158804499,104.6520105,5.816763553,0,0,9.164253935,5.909727385,3.840859513,290.1397047
35,20,0,0.00,0.00,2400,2051.749268,8.173665047,282.7926331,283.7550049,1795.588738,246.9959143,9.164586328,104.6125613,5.813833536,0,0,9.16621286,5.907502168,3.839413297,290.322866
35,20,0,0.00,0.00,2400,2051.898193,8.173434258,282.9809875,283.9440002,1795.829735,246.8977697,9.170690571,104.5709466,5.810743495,0,0,9.168280883,5.905154804,3.837887694,290.5162409
35,20,0,0.00,0.00,2400,2052.053955,8.173192978,283.1783142,284.1419983,1796.08198,246.7950443,9.177085268,104.5273897,5.807510119,0,0,9.170447156,5.902697879,3.836290886,290.7188171
35,20,0,0.00,0.00,2400,2052.216064,8.172941208,283.383606,284.3479919,1796.344183,246.6882631,9.18373846,104.4821132,5.804150049,0,0,9.172700832,5.900143949,3.834631031,290.929582
35,20,0,0.00,0.00,2400,2052.382813,8.172682762,283.5948792,284.5599976,1796.613764,246.5784769,9.190585289,104.4355627,5.800696447,0,0,9.175019924,5.897518147,3.832924466,291.1464811
35,20,0,0.00,0.00,2400,2052.551514,8.172421455,283.8091431,284.7749939,1796.886894,246.4672446,9.197528935,104.388399,5.797198415,0,0,9.177371625,5.894857759,3.831195422,291.3664473
35,20,0,0.00,0.00,2400,2052.721924,8.172156334,284.0254211,284.9920044,1797.162346,246.3550666,9.204538381,104.3408345,5.793671726,0,0,9.179745424,5.892174753,3.829451679,291.588498
35,20,0,0.00,0.00,2400,2052.890381,8.171895027,284.2396851,285.2070007,1797.434947,246.244049,9.211482028,104.2937621,5.790182582,0,0,9.182096754,5.889519498,3.827725971,291.8084642
35,20,0,0.00,0.00,2400,2053.056641,8.171637535,284.4509888,285.4190063,1797.703489,246.1346837,9.218328856,104.2473904,5.786746407,0,0,9.184415116,5.886903763,3.826025949,292.0253633
35,20,0,0.00,0.00,2400,2053.217773,8.171386719,284.6562805,285.625,1797.964193,246.0285105,9.224982048,104.2023722,5.783411511,0,0,9.186667739,5.884364375,3.824375545,292.2361282
35,20,0,0.00,0.00,2400,2053.372559,8.171146393,284.8536072,285.822998,1798.21454,245.9265543,9.231376745,104.1591422,5.780209987,0,0,9.18883268,5.881925849,3.822790694,292.4387044
35,20,0,0.00,0.00,2400,2053.520996,8.170915604,285.0429688,286.0130005,1798.454596,245.8287892,9.237513888,104.1176893,5.777140906,0,0,9.190910276,5.879587561,3.821270991,292.6331215
35,20,0,0.00,0.00,2400,2053.662842,8.170695305,285.2243347,286.1950073,1798.684349,245.7352196,9.243392535,104.0780154,5.774204301,0,0,9.192900227,5.877349619,3.819816504,292.8193498
35,20,0,0.00,0.00,2400,2053.794678,8.170490265,285.3927917,286.3640137,1798.897514,245.6484058,9.24885101,104.041206,5.771480392,0,0,9.194747828,5.875273256,3.818467031,292.9922676
35,20,0,0.00,0.00,2400,2053.911621,8.170308113,285.5422668,286.5140076,1799.086536,245.5714238,9.253694737,104.0085654,5.769065516,0,0,9.196387249,5.873432048,3.81727039,293.1457109
35,20,0,0.00,0.00,2400,2054.009033,8.170157433,285.6668396,286.6390076,1799.243988,245.507299,9.257731959,103.9813763,5.767054349,0,0,9.197753629,5.871898349,3.816273605,293.2736052
35,20,0,0.00,0.00,2400,2054.086182,8.17003727,285.7655029,286.7380066,1799.368641,245.4565321,9.260929778,103.959851,5.765462381,0,0,9.198835871,5.870684136,3.815484462,293.3749082
35,20,0,0.00,0.00,2400,2054.140625,8.169952393,285.8352661,286.8080139,1799.45673,245.4206566,9.263190434,103.9446398,5.764337516,0,0,9.199600924,5.869826086,3.814926797,293.446523
35,20,0,0.00,0.00,2400,2054.171631,8.169903755,285.8751221,286.8479919,1799.507043,245.4001656,9.264481969,103.9359515,5.763695077,0,0,9.200037998,5.869335994,3.814608276,293.4874372
35,20,0,0.00,0.00,2400,2054.181885,8.169888496,285.8880615,286.8609924,1799.523409,245.3935001,9.264902141,103.9331254,5.763486106,0,0,9.200180188,5.869176573,3.814504665,293.5007478
35,20,0,0.00,0.00,2400,2054.174072,8.16989994,285.8781128,286.8510132,1799.510851,245.3986147,9.264579728,103.935294,5.763646456,0,0,9.20007108,5.869298902,3.814584169,293.4905341
35,20,0,0.00,0.00,2400,2054.152344,8.169934273,285.8502197,286.822998,1799.475589,245.4129758,9.263674525,103.9413831,5.764096701,0,0,9.199764748,5.869642381,3.814807403,293.4618584
35,20,0,0.00,0.00,2400,2054.121826,8.169981003,285.8113403,286.7839966,1799.426515,245.4329619,9.262414949,103.9498572,5.764723333,0,0,9.199338486,5.870120398,3.815118077,293.4219566
35,20,0,0.00,0.00,2400,2054.086182,8.17003727,285.7655029,286.7380066,1799.368641,245.4565321,9.260929778,103.959851,5.765462381,0,0,9.198835871,5.870684136,3.815484462,293.3749082
35,20,0,0.00,0.00,2400,2054.049316,8.170093536,285.7186584,286.6910095,1799.309473,245.4806294,9.259411707,103.9700684,5.766218006,0,0,9.198322114,5.871260481,3.815859042,293.3268175
35,20,0,0.00,0.00,2400,2054.016113,8.170145988,285.6758118,286.6480103,1799.255349,245.5026721,9.258023354,103.9794145,5.766909246,0,0,9.197852248,5.871787684,3.816201682,293.2828362
35,20,0,0.00,0.00,2400,2053.98877,8.170188904,285.6409302,286.6130066,1799.211258,245.5206287,9.256892555,103.9870281,5.767472382,0,0,9.197469542,5.872217159,3.816480807,293.2470139
35,20,0,0.00,0.00,2400,2053.972412,8.170213699,285.6199951,286.5920105,1799.184793,245.531407,9.256213888,103.9915981,5.767810413,0,0,9.197239852,5.872474948,3.81664835,293.2255146
35,20,0,0.00,0.00,2400,2053.969971,8.170217514,285.6170044,286.5889893,1799.181018,245.5329447,9.25611707,103.9922501,5.767858639,0,0,9.197207085,5.872511726,3.816672252,293.2224475
35,20,0,0.00,0.00,2400,2053.984863,8.170194626,285.6359253,286.6080017,1799.204954,245.5231963,9.256730878,103.9881168,5.767552907,0,0,9.197414824,5.872278569,3.816520719,293.2418922
35,20,0,0.00,0.00,2400,2054.020752,8.170138359,285.6817627,286.6539917,1799.262862,245.4996124,9.25821605,103.9781172,5.766813295,0,0,9.197917463,5.871714505,3.816154121,293.2889406
35,20,0,0.00,0.00,2400,2054.077637,8.170050621,285.7545166,286.7269897,1799.354757,245.4621867,9.260573525,103.9622486,5.765639689,0,0,9.198715306,5.870819379,3.81557236,293.3636225
35,20,0,0.00,0.00,2400,2054.156006,8.169928551,285.8551941,286.8280029,1799.481887,245.4104106,9.263836202,103.9402955,5.764016278,0,0,9.199819462,5.86958103,3.81476753,293.4669801
35,20,0,0.00,0.00,2400,2054.254883,8.169774055,285.9817505,286.9549866,1799.641608,245.3453618,9.267937343,103.9127147,5.761977033,0,0,9.201207311,5.868025231,3.813756382,293.5968992
35,20,0,0.00,0.00,2400,2054.370605,8.169593811,286.130249,287.1040039,1799.828924,245.2690736,9.27275005,103.8803684,5.759585901,0,0,9.202835875,5.866200614,3.812570524,293.7493599
35,20,0,0.00,0.00,2400,2054.499756,8.169393539,286.2956848,287.269989,1800.03746,245.1841432,9.278111707,103.8443579,5.756924483,0,0,9.20465009,5.864169299,3.811250329,293.9192106
35,20,0,0.00,0.00,2400,2054.638672,8.169177055,286.4740906,287.4490051,1800.262165,245.0926274,9.283893536,103.8055553,5.754057391,0,0,9.206606351,5.861980477,3.809827766,294.1023718
35,20,0,0.00,0.00,2400,2054.783691,8.168951035,286.6604309,287.6359863,1800.496652,244.9971274,9.28993198,103.7650634,5.751066247,0,0,9.208649296,5.859696365,3.808343273,294.2936623
35,20,0,0.00,0.00,2400,2054.932617,8.168719292,286.8518066,287.8280029,1800.737286,244.8991232,9.296133981,103.7235098,5.747997482,0,0,9.210747426,5.857352359,3.806819852,294.4901341
35,20,0,0.00,0.00,2400,2055.082764,8.168485641,287.0451355,288.0220032,1800.980191,244.8001937,9.302399901,103.681564,5.744900578,0,0,9.212867026,5.854986222,3.805282049,294.6886308
35,20,0,0.00,0.00,2400,2055.229736,8.16825676,287.2344971,288.2120056,1801.217865,244.7033947,9.308536103,103.6405216,5.741871179,0,0,9.214942595,5.852671042,3.803777363,294.8830181
35,20,0,0.00,0.00,2400,2055.376709,8.168026924,287.4238586,288.4020081,1801.455374,244.6066624,9.314673245,103.5995076,5.738844668,0,0,9.217018332,5.850357456,3.802273714,295.0774352
35,20,0,0.00,0.00,2400,2055.52417,8.167797089,287.6141968,288.5929871,1801.693881,244.5095232,9.320841406,103.558321,5.735806231,0,0,9.21910441,5.848034137,3.800763739,295.272835
35,20,0,0.00,0.00,2400,2055.675537,8.167561531,287.8095398,288.7890015,1801.938465,244.4099084,9.327172184,103.516085,5.732691199,0,0,9.221245328,5.84565161,3.799215283,295.4733863
35,20,0,0.00,0.00,2400,2055.833496,8.167314529,288.0138245,288.993988,1802.194007,244.3058305,9.333792477,103.4719566,5.729437508,0,0,9.223483981,5.843162336,3.79759745,295.683109
35,20,0,0.00,0.00,2400,2056,8.16705513,288.2290955,289.2099915,1802.463048,244.196254,9.340769023,103.425497,5.726012919,0,0,9.225842912,5.84054155,3.795894145,295.9041175
35,20,0,0.00,0.00,2400,2056.177246,8.166778564,288.4583435,289.4400024,1802.749242,244.0796912,9.3481977,103.3760753,5.722371112,0,0,9.228354504,5.837753668,3.79408224,296.1394488
35,20,0,0.00,0.00,2400,2056.36792,8.166481018,288.7054749,289.6879883,1803.057452,243.9541606,9.356206346,103.3228516,5.718450423,0,0,9.231061932,5.834751303,3.792130938,296.3931529
35,20,0,0.00,0.00,2400,2056.57373,8.16615963,288.9725647,289.9559937,1803.390206,243.8186331,9.364862639,103.2653893,5.714219009,0,0,9.233988016,5.831509836,3.790024239,296.6673737
35,20,0,0.00,0.00,2400,2056.797852,8.165809631,289.2635803,290.2479858,1803.752284,243.6711612,9.374293478,103.2028629,5.709616449,0,0,9.237175575,5.82798269,3.78773187,296.9661311
35,20,0,0.00,0.00,2400,2057.042236,8.165428162,289.5815125,290.5669861,1804.147318,243.5102658,9.384596619,103.1346453,5.704597059,0,0,9.240657555,5.824134489,3.785230841,297.292522
35,20,0,0.00,0.00,2400,2057.306152,8.165015221,289.9253235,290.9119873,1804.573909,243.3365164,9.395739165,103.060978,5.699179145,0,0,9.244422729,5.819978854,3.782530004,297.6455041
35,20,0,0.00,0.00,2400,2057.585938,8.164577484,290.2901001,291.2780151,1805.025772,243.1524725,9.407560377,102.9829462,5.693443028,0,0,9.248416679,5.815577002,3.779669145,298.0199856
35,20,0,0.00,0.00,2400,2057.878662,8.16411972,290.6727905,291.6619873,1805.499055,242.9597027,9.419962499,102.901215,5.687438036,0,0,9.252606282,5.810966446,3.776672645,298.4128696
35,20,0,0.00,0.00,2400,2058.180176,8.163647652,291.0674744,292.0580139,1805.986314,242.761239,9.432752833,102.81707,5.681258974,0,0,9.256926369,5.806219709,3.773587639,298.8180517
35,20,0,0.00,0.00,2400,2058.489014,8.163164139,291.4720764,292.4639893,1806.484938,242.5581448,9.44586464,102.7309621,5.674939207,0,0,9.261354339,5.801362222,3.770430653,299.2334177
35,20,0,0.00,0.00,2400,2058.798584,8.162678719,291.8786926,292.8720093,1806.985203,242.3543807,9.459043186,102.6445705,5.668602113,0,0,9.265804132,5.796488714,3.767263255,299.6508979
35,20,0,0.00,0.00,2400,2059.106201,8.162197113,292.2833252,293.2780151,1807.482079,242.1519951,9.472155934,102.5587636,5.662311371,0,0,9.270230993,5.791648174,3.764117283,300.0662936
35,20,0,0.00,0.00,2400,2059.407959,8.161723137,292.6809692,293.677002,1807.969509,241.9534557,9.485042146,102.4745878,5.656143555,0,0,9.274580679,5.786899627,3.7610311,300.474513
35,20,0,0.00,0.00,2400,2059.699463,8.161266327,293.0656433,294.0629883,1808.440235,241.7617192,9.497508186,102.3932965,5.65019024,0,0,9.278787879,5.782313785,3.758050662,300.8694219
35,20,0,0.00,0.00,2400,2059.977783,8.160829544,293.4334106,294.4320068,1808.889558,241.5786988,9.509427156,102.3157009,5.64451046,0,0,9.282809839,5.777936412,3.755205713,301.2470003
35,20,0,0.00,0.00,2400,2060.236572,8.160422325,293.7762451,294.776001,1809.307717,241.408371,9.520536802,102.2434867,5.639227117,0,0,9.286558161,5.773862612,3.752558062,301.5989402
35,20,0,0.00,0.00,2400,2060.474854,8.160048485,294.0921631,295.0929871,1809.692523,241.2516284,9.530775085,102.1770326,5.634367335,0,0,9.290012031,5.770113736,3.750121587,301.9232765
35,20,0,0.00,0.00,2400,2060.695557,8.159701347,294.3851624,295.3869934,1810.048941,241.1064477,9.540270782,102.1154805,5.629867876,0,0,9.293214994,5.766641389,3.747864833,302.2240885
35,20,0,0.00,0.00,2400,2060.902588,8.159376144,294.6602173,295.6629944,1810.383104,240.9703318,9.54918463,102.0577717,5.62565097,0,0,9.296221349,5.763385849,3.745748988,302.5064683
35,20,0,0.00,0.00,2400,2061.101807,8.159062386,294.9253235,295.9289856,1810.704799,240.8392937,9.557776065,102.0022159,5.621592851,0,0,9.299118645,5.760251758,3.743712074,302.7786344
35,20,0,0.00,0.00,2400,2061.298584,8.158752441,295.1874084,296.1919861,1811.022467,240.7098954,9.566269741,101.9473554,5.617586935,0,0,9.301982665,5.757156886,3.74170065,303.0477037
35,20,0,0.00,0.00,2400,2061.499023,8.158437729,295.4545288,296.4599915,1811.345843,240.5781716,9.574926034,101.8915092,5.613510475,0,0,9.304901202,5.754006395,3.739653077,303.3219244
35,20,0,0.00,0.00,2400,2061.708496,8.158106804,295.7345581,296.7409973,1811.684474,240.4402327,9.58400156,101.8330281,5.609243241,0,0,9.307960743,5.750707255,3.737508895,303.6094259
35,20,0,0.00,0.00,2400,2061.930908,8.157756805,296.0315552,297.0390015,1812.043136,240.2941339,9.593626034,101.7710876,5.604725317,0,0,9.311204961,5.747212949,3.73523787,303.9143175
35,20,0,0.00,0.00,2400,2062.166992,8.157384872,296.3474731,297.3559875,1812.424162,240.1389244,9.603864317,101.7052847,5.599927623,0,0,9.314655644,5.743500739,3.732825225,304.2386537
35,20,0,0.00,0.00,2400,2062.415283,8.156993866,296.6803589,297.6900024,1812.825084,239.975609,9.614652489,101.6360454,5.594881552,0,0,9.318291172,5.739594659,3.730286579,304.5804098
35,20,0,0.00,0.00,2400,2062.674561,8.15658474,297.0281677,298.0390015,1813.243341,239.8052313,9.625923812,101.5638123,5.58961966,0,0,9.322088982,5.735519667,3.727638153,304.9374715
35,20,0,0.00,0.00,2400,2062.941406,8.156164169,297.3869324,298.3989868,1813.67412,239.6297518,9.637550448,101.4894163,5.584202748,0,0,9.326005937,5.731322651,3.724910422,305.3057891
35,20,0,0.00,0.00,2400,2063.213867,8.155734062,297.7536926,298.7669983,1814.113817,239.4506383,9.649436519,101.41348,5.578676323,0,0,9.330009688,5.727038721,3.722126204,305.6823252
35,20,0,0.00,0.00,2400,2063.489746,8.155298233,298.1254578,299.1400146,1814.55878,239.2693785,9.661484267,101.3366339,5.573086407,0,0,9.334067271,5.722703455,3.719308621,306.0639831
35,20,0,0.00,0.00,2400,2063.77002,8.154855728,298.5041504,299.519989,1815.011267,239.0850521,9.67375573,101.258488,5.567404742,0,0,9.338199549,5.718294846,3.71644337,306.452728
35,20,0,0.00,0.00,2400,2064.05835,8.154399872,298.8938293,299.9110107,1815.476185,238.8956609,9.686385327,101.1781951,5.561569918,0,0,9.342451735,5.713765098,3.713499389,306.8528181
35,20,0,0.00,0.00,2400,2064.353271,8.153933525,299.293457,300.3120117,1815.952122,238.7017794,9.699336397,101.0959988,5.555599863,0,0,9.34681143,5.709127956,3.710485611,307.2630922
35,20,0,0.00,0.00,2400,2064.654297,8.153457642,299.7020569,300.7219849,1816.437882,238.5038948,9.712577922,101.0121057,5.549509779,0,0,9.351268135,5.70439507,3.707409605,307.6825675
35,20,0,0.00,0.00,2400,2064.959961,8.152973175,300.1176758,301.1390076,1816.931108,238.3029677,9.726046922,100.926923,5.543329402,0,0,9.355800608,5.699589414,3.704286306,308.1092489
35,20,0,0.00,0.00,2400,2065.267334,8.152486801,300.5362244,301.5589905,1817.426915,238.1009871,9.739610861,100.841294,5.537120013,0,0,9.360364216,5.694758562,3.701146631,308.5389378
35,20,0,0.00,0.00,2400,2065.575195,8.151999474,300.9558105,301.980011,1817.923062,237.898867,9.753208639,100.7556062,5.530909735,0,0,9.364938388,5.689924372,3.698004786,308.9696988
35,20,0,0.00,0.00,2400,2065.879395,8.151516914,301.3713989,302.3970032,1818.413591,237.6990336,9.766676699,100.670888,5.524773062,0,0,9.369468111,5.685144875,3.694898488,309.3963504
35,20,0,0.00,0.00,2400,2066.179443,8.151041985,301.7819824,302.8089905,1818.897371,237.5019486,9.779983082,100.5873354,5.518724041,0,0,9.373942661,5.680431113,3.691834912,309.8178803
35,20,0,0.00,0.00,2400,2066.472412,8.150576591,302.1836243,303.2120056,1819.369764,237.3095008,9.792999012,100.5057488,5.512820461,0,0,9.378318771,5.675828259,3.688843418,310.230209
35,20,0,0.00,0.00,2400,2066.759521,8.150120735,302.5782776,303.6080017,1819.833177,237.1207105,9.805789345,100.4257132,5.507032068,0,0,9.38261829,5.671312884,3.685908778,310.6353911
35,20,0,0.00,0.00,2400,2067.042969,8.149670601,302.9679565,303.9989929,1820.289927,236.9346328,9.818417061,100.3468277,5.501329738,0,0,9.386862421,5.666862388,3.683016304,311.0354217
35,20,0,0.00,0.00,2400,2067.322754,8.149226189,303.3536377,304.3859863,1820.741269,236.7507574,9.830916001,100.2688762,5.495697719,0,0,9.391062559,5.662464566,3.680158065,311.4313727
35,20,0,0.00,0.00,2400,2067.601074,8.148783684,303.7373352,304.7709961,1821.189563,236.5681225,9.843351021,100.1914508,5.490106466,0,0,9.395240515,5.658096412,3.677319107,311.8252989
35,20,0,0.00,0.00,2400,2067.875732,8.148346901,304.1170654,305.1520081,1821.632456,236.3876866,9.855656324,100.1149579,5.484585247,0,0,9.399374195,5.653780854,3.674514333,312.2151159
35,20,0,0.00,0.00,2400,2068.147217,8.147914886,304.4927673,305.5289917,1822.069973,236.2094398,9.867831909,100.0393932,5.479133657,0,0,9.40346362,5.649517653,3.671743586,312.6008235
35,20,0,0.00,0.00,2400,2068.415527,8.14748764,304.864502,305.9020081,1822.502206,236.0333448,9.879879656,99.96474099,5.473750456,0,0,9.407509441,5.645305917,3.669006288,312.9824814
35,20,0,0.00,0.00,2400,2068.678955,8.147068024,305.2302551,306.2690125,1822.926788,235.8603653,9.891732828,99.8914097,5.468464987,0,0,9.41148927,5.641168694,3.666317418,313.3579753
35,20,0,0.00,0.00,2400,2068.938477,8.146655083,305.5910339,306.631012,1823.344932,235.6900082,9.903424322,99.81919039,5.463262064,0,0,9.415414181,5.637094194,3.663669312,313.7283475
35,20,0,0.00,0.00,2400,2069.193115,8.146248817,305.9458313,306.9869995,1823.755523,235.5227268,9.914922181,99.74827514,5.458155404,0,0,9.419273473,5.633093256,3.661069016,314.0925856
35,20,0,0.00,0.00,2400,2069.444092,8.145849228,306.2956543,307.3380127,1824.159768,235.3580302,9.926259302,99.67845585,5.453129904,0,0,9.423078216,5.62915414,3.658508899,314.4517317
35,20,0,0.00,0.00,2400,2069.692383,8.145452499,306.6424561,307.6860046,1824.559934,235.1949945,9.937498665,99.60934085,5.448157285,0,0,9.426849563,5.625254748,3.6559746,314.807781
35,20,0,0.00,0.00,2400,2069.936768,8.145062447,306.9842834,308.0289917,1824.953766,235.034538,9.948576352,99.54131946,5.443265471,0,0,9.430566086,5.621417046,3.653480395,315.1587085
35,20,0,0.00,0.00,2400,2070.179688,8.144675255,307.3241272,308.3699951,1825.344727,234.8752508,9.959589179,99.47379392,5.438411397,0,0,9.434260283,5.617607308,3.651004364,315.5075814
35,20,0,0.00,0.00,2400,2070.417725,8.144294739,307.6579895,308.7049866,1825.728298,234.7189733,9.970409311,99.40754445,5.433651068,0,0,9.43788929,5.613869556,3.648575118,315.8503499
35,20,0,0.00,0.00,2400,2070.64917,8.143924713,307.9828796,309.0310059,1826.101052,234.5671023,9.980938988,99.34316314,5.429026885,0,0,9.441420356,5.610237195,3.646214368,316.1839171
35,20,0,0.00,0.00,2400,2070.870361,8.143571854,308.2938232,309.3429871,1826.457254,234.4219743,9.991014653,99.28164051,5.424609784,0,0,9.444798685,5.60676611,3.643958435,316.5031019
35,20,0,0.00,0.00,2400,2071.077637,8.143239975,308.5858154,309.6359863,1826.791362,234.2858471,10.00047745,99.2239336,5.4204682,0,0,9.447971089,5.6035103,3.641842413,316.8028717
35,20,0,0.00,0.00,2400,2071.266602,8.14293766,308.8519592,309.9030151,1827.095541,234.1619139,10.00910272,99.17139608,5.416698932,0,0,9.450862345,5.600546138,3.639915941,317.0761098
35,20,0,0.00,0.00,2400,2071.433838,8.142669678,309.0881348,310.1400146,1827.365189,234.0520488,10.016757,99.12482241,5.413358582,0,0,9.453427822,5.597918451,3.63820815,317.3185878
35,20,0,0.00,0.00,2400,2071.578125,8.142438889,309.2914429,310.3439941,1827.597038,233.9575845,10.02334439,99.08477744,5.410487269,0,0,9.455635492,5.59565911,3.636739756,317.5272683
35,20,0,0.00,0.00,2400,2071.701416,8.142241478,309.4658508,310.5190125,1827.795843,233.8765832,10.02899744,99.0504397,5.408025756,0,0,9.457529867,5.593721768,3.635480635,317.70635
35,20,0,0.00,0.00,2400,2071.807861,8.142071724,309.616333,310.6700134,1827.967226,233.8067548,10.03387407,99.02083838,5.405904202,0,0,9.459163936,5.592051654,3.634395192,317.8608356
35,20,0,0.00,0.00,2400,2071.902832,8.141919136,309.7508545,310.8049927,1828.120347,233.7443666,10.0382337,98.99439108,5.404009036,0,0,9.460624676,5.590559489,3.633425402,317.9989435
35,20,0,0.00,0.00,2400,2071.993164,8.141774178,309.8784485,310.9330139,1828.265498,233.6852258,10.04236868,98.96932046,5.402212812,0,0,9.462010059,5.589144995,3.632506092,318.1299346
35,20,0,0.00,0.00,2400,2072.084473,8.141628265,310.0079956,311.0629883,1828.41278,233.6252167,10.04656664,98.94388176,5.400390507,0,0,9.46341646,5.587709733,3.631573284,318.2629208
35,20,0,0.00,0.00,2400,2072.182861,8.141469955,310.147522,311.2030029,1828.571349,233.5606084,10.0510889,98.91649341,5.398428866,0,0,9.464931412,5.586164469,3.630568983,318.4061802
35,20,0,0.00,0.00,2400,2072.293945,8.141292572,310.3049927,311.3609924,1828.750143,233.4877596,10.05619112,98.88561186,5.396217438,0,0,9.466640536,5.584422114,3.629436589,318.5678124
35,20,0,0.00,0.00,2400,2072.422119,8.141087532,310.4863586,311.5429993,1828.955997,233.4038847,10.06206976,98.85005626,5.393671834,0,0,9.468609592,5.582416045,3.628132802,318.7540407
35,20,0,0.00,0.00,2400,2072.569336,8.140851021,310.6956482,311.7529907,1829.193288,233.3072007,10.06885173,98.80907077,5.390738187,0,0,9.470881011,5.580103615,3.626629903,318.9688851
35,20,0,0.00,0.00,2400,2072.737549,8.140581131,310.934845,311.9930115,1829.464265,233.1967913,10.07660376,98.762267,5.387389008,0,0,9.473477056,5.577462908,3.624913651,319.21446
35,20,0,0.00,0.00,2400,2072.929688,8.140273094,311.2079163,312.2669983,1829.773253,233.0708934,10.08545275,98.70889759,5.383571213,0,0,9.476440105,5.574451756,3.622956639,319.4947851
35,20,0,0.00,0.00,2400,2073.149414,8.139921188,311.5208435,312.5809937,1830.126936,232.9267839,10.09559422,98.6478082,5.379202744,0,0,9.479835475,5.571005029,3.620716536,319.8160543
35,20,0,0.00,0.00,2400,2073.398682,8.139520645,311.8766174,312.9379883,1830.528473,232.7631748,10.10712403,98.57845298,5.37424523,0,0,9.483695068,5.567091925,3.618173325,320.1813048
35,20,0,0.00,0.00,2400,2073.679932,8.139068604,312.2782593,313.3410034,1830.98108,232.5787565,10.1201409,98.50027675,5.36865979,0,0,9.488051683,5.562681116,3.615306645,320.5936632
35,20,0,0.00,0.00,2400,2073.992676,8.138566017,312.725769,313.7900085,1831.48443,232.3736606,10.13464294,98.41333544,5.362451345,0,0,9.492904409,5.557775754,3.612118544,321.0530701
35,20,0,0.00,0.00,2400,2074.335449,8.138015747,313.2170715,314.2829895,1832.03596,232.1489315,10.15056436,98.31807182,5.355652514,0,0,9.498230923,5.552400816,3.608625256,321.5574409
35,20,0,0.00,0.00,2400,2074.707275,8.13741684,313.7512512,314.8190002,1832.634364,231.9051006,10.167876,98.21471131,5.348280432,0,0,9.504021148,5.546569013,3.604835041,322.1058527
35,20,0,0.00,0.00,2400,2075.108154,8.136772156,314.3283081,315.3980103,1833.279294,231.6423099,10.18657694,98.10331413,5.340340517,0,0,9.510274415,5.540283741,3.600750107,322.6982755
35,20,0,0.00,0.00,2400,2075.535645,8.136083603,314.9451904,316.0169983,1833.967017,231.3620792,10.20656848,97.98452464,5.331879843,0,0,9.516957351,5.533581348,3.596394077,323.3315828
35,20,0,0.00,0.00,2400,2075.987549,8.135354996,315.5989685,316.6730042,1834.693979,231.0658568,10.22775661,97.8589569,5.32294327,0,0,9.524038162,5.526496477,3.591789466,324.0027969
35,20,0,0.00,0.00,2400,2076.463135,8.134587288,316.2886047,317.3649902,1835.458632,230.7542727,10.25010562,97.726878,5.313550919,0,0,9.531504537,5.519044192,3.586946065,324.7107861
35,20,0,0.00,0.00,2400,2076.961914,8.133782387,317.0141296,318.0929871,1836.26074,230.4274221,10.27361832,97.58832845,5.303706812,0,0,9.539357025,5.511226773,3.581865356,325.4556398
35,20,0,0.00,0.00,2400,2077.484375,8.132937431,317.7765503,318.8580017,1837.101043,230.0850037,10.29832669,97.44318061,5.29340308,0,0,9.547605877,5.503037012,3.576542653,326.2383705
35,20,0,0.00,0.00,2400,2078.03125,8.132053375,318.5768433,319.6610107,1837.980219,229.7267406,10.32426173,97.29131719,5.282632681,0,0,9.556260992,5.494468286,3.570973653,327.0599608
35,20,0,0.00,0.00,2400,2078.60498,8.131124496,319.4189758,320.506012,1838.902244,229.3510112,10.35155316,97.13205099,5.271348296,0,0,9.565365142,5.485481813,3.56513315,327.92452
35,20,0,0.00,0.00,2400,2079.204834,8.130151749,320.3029785,321.3930054,1839.86666,228.9580023,10.38020099,96.96546127,5.259557089,0,0,9.574917756,5.476082058,3.559024046,328.832048
35,20,0,0.00,0.00,2400,2079.831787,8.129135132,321.2297974,322.322998,1840.874058,228.5474719,10.41023717,96.79144562,5.247253431,0,0,9.584928877,5.466263235,3.552642581,329.7835574
35,20,0,0.00,0.00,2400,2080.485107,8.128073692,322.1994934,323.29599,1841.923961,228.1196138,10.44166264,96.6100863,5.234444824,0,0,9.595398165,5.456029978,3.545991766,330.7790779
